Word,Rank,Frequency,Pr(%),r*Pr
safest,22175,1,0.0%,0.033100
redshift,22176,1,0.0%,0.033102
systematics,22177,1,0.0%,0.033103
buddy,22178,1,0.0%,0.033105
zealander,22179,1,0.0%,0.033106
mansfield,22180,1,0.0%,0.033108
clipped,22181,1,0.0%,0.033109
krypton,22182,1,0.0%,0.033111
gunman,22183,1,0.0%,0.033112
fats,22184,1,0.0%,0.033114
ean,22185,1,0.0%,0.033115
warehouse,22186,1,0.0%,0.033117
jaeschke,22187,1,0.0%,0.033118
wardens,22188,1,0.0%,0.033120
stealthy,22189,1,0.0%,0.033121
pugh,22190,1,0.0%,0.033123
honduras,22191,1,0.0%,0.033124
dohnes,22192,1,0.0%,0.033126
detached,22193,1,0.0%,0.033127
tavares,22194,1,0.0%,0.033129
backfires,22195,1,0.0%,0.033130
strangest,22196,1,0.0%,0.033132
querying,22197,1,0.0%,0.033133
reinstall,22198,1,0.0%,0.033135
roadblocks,22199,1,0.0%,0.033136
bolitho,22200,1,0.0%,0.033137
cohort,22201,1,0.0%,0.033139
twomey,22202,1,0.0%,0.033140
anaesthetist,22203,1,0.0%,0.033142
pulsing,22204,1,0.0%,0.033143
stefan,22205,1,0.0%,0.033145
burnie,22206,1,0.0%,0.033146
frontrunner,22207,1,0.0%,0.033148
fortified,22208,1,0.0%,0.033149
narcissistic,22209,1,0.0%,0.033151
redrawn,22210,1,0.0%,0.033152
doom,22211,1,0.0%,0.033154
burp,22212,1,0.0%,0.033155
brightens,22213,1,0.0%,0.033157
delis,22214,1,0.0%,0.033158
apron,22215,1,0.0%,0.033160
nilton,22216,1,0.0%,0.033161
pulsations,22217,1,0.0%,0.033163
gerais,22218,1,0.0%,0.033164
stalemated,22219,1,0.0%,0.033166
sonoma,22220,1,0.0%,0.033167
jolla,22221,1,0.0%,0.033169
corporatised,22222,1,0.0%,0.033170
prohibitive,22223,1,0.0%,0.033172
landsborough,22224,1,0.0%,0.033173
tailfin,22225,1,0.0%,0.033175
sails,22226,1,0.0%,0.033176
hoaxes,22227,1,0.0%,0.033178
playmate,22228,1,0.0%,0.033179
pungent,22229,1,0.0%,0.033181
luteinising,22230,1,0.0%,0.033182
christyann,22231,1,0.0%,0.033184
timeline,22232,1,0.0%,0.033185
discard,22233,1,0.0%,0.033187
tjurabalan,22234,1,0.0%,0.033188
calculus,22235,1,0.0%,0.033190
ascended,22236,1,0.0%,0.033191
cushing,22237,1,0.0%,0.033193
conroy,22238,1,0.0%,0.033194
confines,22239,1,0.0%,0.033196
untenable,22240,1,0.0%,0.033197
jargon,22241,1,0.0%,0.033199
authorisation,22242,1,0.0%,0.033200
convener,22243,1,0.0%,0.033202
mobilise,22244,1,0.0%,0.033203
songwriter,22245,1,0.0%,0.033205
jilted,22246,1,0.0%,0.033206
intruder,22247,1,0.0%,0.033208
doman,22248,1,0.0%,0.033209
swearing,22249,1,0.0%,0.033211
purpuratus,22250,1,0.0%,0.033212
coombe,22251,1,0.0%,0.033214
salutes,22252,1,0.0%,0.033215
prosperous,22253,1,0.0%,0.033217
enculturation,22254,1,0.0%,0.033218
jelena,22255,1,0.0%,0.033220
perspectives,22256,1,0.0%,0.033221
emoticon,22257,1,0.0%,0.033223
solidly,22258,1,0.0%,0.033224
wink,22259,1,0.0%,0.033226
levelâ,22260,1,0.0%,0.033227
tutenkhamen,22261,1,0.0%,0.033229
spender,22262,1,0.0%,0.033230
evandale,22263,1,0.0%,0.033232
harriet,22264,1,0.0%,0.033233
teminator,22265,1,0.0%,0.033235
vidar,22266,1,0.0%,0.033236
rejoined,22267,1,0.0%,0.033238
cebit,22268,1,0.0%,0.033239
medley,22269,1,0.0%,0.033240
beautifully,22270,1,0.0%,0.033242
holschier,22271,1,0.0%,0.033243
locates,22272,1,0.0%,0.033245
corrupted,22273,1,0.0%,0.033246
megatonnes,22274,1,0.0%,0.033248
proserpine,22275,1,0.0%,0.033249
mongoose,22276,1,0.0%,0.033251
pancreatitis,22277,1,0.0%,0.033252
slept,22278,1,0.0%,0.033254
ifs,22279,1,0.0%,0.033255
atsb,22280,1,0.0%,0.033257
berriwillock,22281,1,0.0%,0.033258
woodwork,22282,1,0.0%,0.033260
reaped,22283,1,0.0%,0.033261
moama,22284,1,0.0%,0.033263
wouter,22285,1,0.0%,0.033264
fragmentations,22286,1,0.0%,0.033266
indices,22287,1,0.0%,0.033267
csi,22288,1,0.0%,0.033269
conditionally,22289,1,0.0%,0.033270
seismologist,22290,1,0.0%,0.033272
obsessional,22291,1,0.0%,0.033273
herring,22292,1,0.0%,0.033275
precautions,22293,1,0.0%,0.033276
abdul,22294,1,0.0%,0.033278
carriage,22295,1,0.0%,0.033279
withers,22296,1,0.0%,0.033281
motorola,22297,1,0.0%,0.033282
moshe,22298,1,0.0%,0.033284
bracket,22299,1,0.0%,0.033285
calmly,22300,1,0.0%,0.033287
chien,22301,1,0.0%,0.033288
dressweight,22302,1,0.0%,0.033290
triumph,22303,1,0.0%,0.033291
lengthened,22304,1,0.0%,0.033293
seo,22305,1,0.0%,0.033294
domesticate,22306,1,0.0%,0.033296
tetrapod,22307,1,0.0%,0.033297
bult,22308,1,0.0%,0.033299
panned,22309,1,0.0%,0.033300
bedrock,22310,1,0.0%,0.033302
rewire,22311,1,0.0%,0.033303
confrontation,22312,1,0.0%,0.033305
uploads,22313,1,0.0%,0.033306
noticeably,22314,1,0.0%,0.033308
morse,22315,1,0.0%,0.033309
propels,22316,1,0.0%,0.033311
kem,22317,1,0.0%,0.033312
discarding,22318,1,0.0%,0.033314
daisies,22319,1,0.0%,0.033315
feast,22320,1,0.0%,0.033317
jarraud,22321,1,0.0%,0.033318
ellendale,22322,1,0.0%,0.033320
carotenoids,22323,1,0.0%,0.033321
fibroids,22324,1,0.0%,0.033323
farina,22325,1,0.0%,0.033324
adventurous,22326,1,0.0%,0.033326
columns,22327,1,0.0%,0.033327
recession,22328,1,0.0%,0.033329
menkins,22329,1,0.0%,0.033330
backups,22330,1,0.0%,0.033332
dismay,22331,1,0.0%,0.033333
tyramine,22332,1,0.0%,0.033335
dundee,22333,1,0.0%,0.033336
therefor,22334,1,0.0%,0.033338
bathe,22335,1,0.0%,0.033339
turia,22336,1,0.0%,0.033340
palliative,22337,1,0.0%,0.033342
regionally,22338,1,0.0%,0.033343
probity,22339,1,0.0%,0.033345
oo,22340,1,0.0%,0.033346
andreazza,22341,1,0.0%,0.033348
unromantic,22342,1,0.0%,0.033349
deavey,22343,1,0.0%,0.033351
excavate,22344,1,0.0%,0.033352
intensively,22345,1,0.0%,0.033354
unimaginably,22346,1,0.0%,0.033355
oversized,22347,1,0.0%,0.033357
kimbal,22348,1,0.0%,0.033358
mayer,22349,1,0.0%,0.033360
yin,22350,1,0.0%,0.033361
wibaux,22351,1,0.0%,0.033363
medically,22352,1,0.0%,0.033364
mares,22353,1,0.0%,0.033366
preaching,22354,1,0.0%,0.033367
anja,22355,1,0.0%,0.033369
fuinaga,22356,1,0.0%,0.033370
fillet,22357,1,0.0%,0.033372
dealership,22358,1,0.0%,0.033373
xia,22359,1,0.0%,0.033375
tthe,22360,1,0.0%,0.033376
hubert,22361,1,0.0%,0.033378
pollute,22362,1,0.0%,0.033379
transparencies,22363,1,0.0%,0.033381
stonewalled,22364,1,0.0%,0.033382
cheering,22365,1,0.0%,0.033384
waving,22366,1,0.0%,0.033385
encodes,22367,1,0.0%,0.033387
abstained,22368,1,0.0%,0.033388
hemicellulose,22369,1,0.0%,0.033390
constraint,22370,1,0.0%,0.033391
keratins,22371,1,0.0%,0.033393
fastened,22372,1,0.0%,0.033394
lets,22373,1,0.0%,0.033396
tesoriero,22374,1,0.0%,0.033397
pulcherrimus,22375,1,0.0%,0.033399
loon,22376,1,0.0%,0.033400
encouragement,22377,1,0.0%,0.033402
modulates,22378,1,0.0%,0.033403
germline,22379,1,0.0%,0.033405
facade,22380,1,0.0%,0.033406
lick,22381,1,0.0%,0.033408
shadowed,22382,1,0.0%,0.033409
contravene,22383,1,0.0%,0.033411
resided,22384,1,0.0%,0.033412
lurks,22385,1,0.0%,0.033414
pellew,22386,1,0.0%,0.033415
workday,22387,1,0.0%,0.033417
parratt,22388,1,0.0%,0.033418
anal,22389,1,0.0%,0.033420
proteases,22390,1,0.0%,0.033421
drudgery,22391,1,0.0%,0.033423
provisionally,22392,1,0.0%,0.033424
veritable,22393,1,0.0%,0.033426
matthias,22394,1,0.0%,0.033427
accentuates,22395,1,0.0%,0.033429
pretense,22396,1,0.0%,0.033430
yuval,22397,1,0.0%,0.033432
yuna,22398,1,0.0%,0.033433
affixing,22399,1,0.0%,0.033435
undermining,22400,1,0.0%,0.033436
uwe,22401,1,0.0%,0.033438
fatherly,22402,1,0.0%,0.033439
feisty,22403,1,0.0%,0.033441
bolton,22404,1,0.0%,0.033442
gellibrand,22405,1,0.0%,0.033443
hooker,22406,1,0.0%,0.033445
stoppers,22407,1,0.0%,0.033446
ariss,22408,1,0.0%,0.033448
seekport,22409,1,0.0%,0.033449
zee,22410,1,0.0%,0.033451
refiner,22411,1,0.0%,0.033452
birdsong,22412,1,0.0%,0.033454
coltheart,22413,1,0.0%,0.033455
eyeing,22414,1,0.0%,0.033457
whillas,22415,1,0.0%,0.033458
scab,22416,1,0.0%,0.033460
stockbrocker,22417,1,0.0%,0.033461
bassatin,22418,1,0.0%,0.033463
trances,22419,1,0.0%,0.033464
flukes,22420,1,0.0%,0.033466
crafts,22421,1,0.0%,0.033467
farewell,22422,1,0.0%,0.033469
lablab,22423,1,0.0%,0.033470
flouting,22424,1,0.0%,0.033472
bain,22425,1,0.0%,0.033473
spearheading,22426,1,0.0%,0.033475
sacrificial,22427,1,0.0%,0.033476
tracie,22428,1,0.0%,0.033478
chucked,22429,1,0.0%,0.033479
foil,22430,1,0.0%,0.033481
persecutory,22431,1,0.0%,0.033482
bittersweet,22432,1,0.0%,0.033484
harshest,22433,1,0.0%,0.033485
cassowary,22434,1,0.0%,0.033487
detonators,22435,1,0.0%,0.033488
tarago,22436,1,0.0%,0.033490
portugal,22437,1,0.0%,0.033491
assigns,22438,1,0.0%,0.033493
lulling,22439,1,0.0%,0.033494
movers,22440,1,0.0%,0.033496
chalks,22441,1,0.0%,0.033497
adventures,22442,1,0.0%,0.033499
brightest,22443,1,0.0%,0.033500
icecream,22444,1,0.0%,0.033502
applethorpe,22445,1,0.0%,0.033503
superimposing,22446,1,0.0%,0.033505
expires,22447,1,0.0%,0.033506
hr,22448,1,0.0%,0.033508
finalisation,22449,1,0.0%,0.033509
blessings,22450,1,0.0%,0.033511
callippic,22451,1,0.0%,0.033512
caracas,22452,1,0.0%,0.033514
brazen,22453,1,0.0%,0.033515
neoglyphea,22454,1,0.0%,0.033517
perishable,22455,1,0.0%,0.033518
nuriootpa,22456,1,0.0%,0.033520
potency,22457,1,0.0%,0.033521
unilaterally,22458,1,0.0%,0.033523
pointillism,22459,1,0.0%,0.033524
metallidurans,22460,1,0.0%,0.033526
stocked,22461,1,0.0%,0.033527
persons,22462,1,0.0%,0.033529
okavango,22463,1,0.0%,0.033530
pyrotechnic,22464,1,0.0%,0.033532
profess,22465,1,0.0%,0.033533
rigby,22466,1,0.0%,0.033535
blackface,22467,1,0.0%,0.033536
darn,22468,1,0.0%,0.033538
disciples,22469,1,0.0%,0.033539
stabbed,22470,1,0.0%,0.033541
aristotle,22471,1,0.0%,0.033542
deepen,22472,1,0.0%,0.033544
meditating,22473,1,0.0%,0.033545
roughage,22474,1,0.0%,0.033546
humankind,22475,1,0.0%,0.033548
mcaulay,22476,1,0.0%,0.033549
qinetiq,22477,1,0.0%,0.033551
reimer,22478,1,0.0%,0.033552
modellers,22479,1,0.0%,0.033554
perpetrators,22480,1,0.0%,0.033555
shu,22481,1,0.0%,0.033557
spacedust,22482,1,0.0%,0.033558
disposing,22483,1,0.0%,0.033560
guests,22484,1,0.0%,0.033561
disposition,22485,1,0.0%,0.033563
wheatly,22486,1,0.0%,0.033564
respiration,22487,1,0.0%,0.033566
hoops,22488,1,0.0%,0.033567
chromatography,22489,1,0.0%,0.033569
salinas,22490,1,0.0%,0.033570
centrefarm,22491,1,0.0%,0.033572
rearrange,22492,1,0.0%,0.033573
thebaine,22493,1,0.0%,0.033575
blinkers,22494,1,0.0%,0.033576
emulates,22495,1,0.0%,0.033578
portrayed,22496,1,0.0%,0.033579
angwin,22497,1,0.0%,0.033581
betrayed,22498,1,0.0%,0.033582
alberto,22499,1,0.0%,0.033584
emailing,22500,1,0.0%,0.033585
conformity,22501,1,0.0%,0.033587
jobless,22502,1,0.0%,0.033588
enticed,22503,1,0.0%,0.033590
monaghan,22504,1,0.0%,0.033591
pappalardo,22505,1,0.0%,0.033593
retinas,22506,1,0.0%,0.033594
chute,22507,1,0.0%,0.033596
devise,22508,1,0.0%,0.033597
trickey,22509,1,0.0%,0.033599
callow,22510,1,0.0%,0.033600
psoriasis,22511,1,0.0%,0.033602
nubulae,22512,1,0.0%,0.033603
stating,22513,1,0.0%,0.033605
syndicates,22514,1,0.0%,0.033606
chat,22515,1,0.0%,0.033608
basham,22516,1,0.0%,0.033609
acceptability,22517,1,0.0%,0.033611
deregistering,22518,1,0.0%,0.033612
phenylethylamine,22519,1,0.0%,0.033614
waved,22520,1,0.0%,0.033615
gallup,22521,1,0.0%,0.033617
nanoemulsions,22522,1,0.0%,0.033618
compromises,22523,1,0.0%,0.033620
acupuncture,22524,1,0.0%,0.033621
muslim,22525,1,0.0%,0.033623
deregistration,22526,1,0.0%,0.033624
retiree,22527,1,0.0%,0.033626
mahar,22528,1,0.0%,0.033627
openness,22529,1,0.0%,0.033629
childishness,22530,1,0.0%,0.033630
nyos,22531,1,0.0%,0.033632
elective,22532,1,0.0%,0.033633
quieten,22533,1,0.0%,0.033635
masks,22534,1,0.0%,0.033636
expressionist,22535,1,0.0%,0.033638
tenderness,22536,1,0.0%,0.033639
squeezes,22537,1,0.0%,0.033641
isabella,22538,1,0.0%,0.033642
analgesic,22539,1,0.0%,0.033644
nanoruler,22540,1,0.0%,0.033645
undulations,22541,1,0.0%,0.033646
kiwifruits,22542,1,0.0%,0.033648
theorist,22543,1,0.0%,0.033649
brussel,22544,1,0.0%,0.033651
wetted,22545,1,0.0%,0.033652
persuade,22546,1,0.0%,0.033654
tallygaroopna,22547,1,0.0%,0.033655
strenuous,22548,1,0.0%,0.033657
buckle,22549,1,0.0%,0.033658
sprinkles,22550,1,0.0%,0.033660
refuted,22551,1,0.0%,0.033661
minimisation,22552,1,0.0%,0.033663
functionalised,22553,1,0.0%,0.033664
cites,22554,1,0.0%,0.033666
cd,22555,1,0.0%,0.033667
sneezing,22556,1,0.0%,0.033669
neurobiologist,22557,1,0.0%,0.033670
departing,22558,1,0.0%,0.033672
deletions,22559,1,0.0%,0.033673
atopy,22560,1,0.0%,0.033675
noisiest,22561,1,0.0%,0.033676
designation,22562,1,0.0%,0.033678
stun,22563,1,0.0%,0.033679
contactable,22564,1,0.0%,0.033681
fellows,22565,1,0.0%,0.033682
overstayers,22566,1,0.0%,0.033684
sandstones,22567,1,0.0%,0.033685
forearms,22568,1,0.0%,0.033687
jiaotong,22569,1,0.0%,0.033688
colic,22570,1,0.0%,0.033690
padua,22571,1,0.0%,0.033691
cowarie,22572,1,0.0%,0.033693
incubator,22573,1,0.0%,0.033694
breds,22574,1,0.0%,0.033696
ceresa,22575,1,0.0%,0.033697
emitters,22576,1,0.0%,0.033699
indiamart,22577,1,0.0%,0.033700
offline,22578,1,0.0%,0.033702
miasnikov,22579,1,0.0%,0.033703
refills,22580,1,0.0%,0.033705
lads,22581,1,0.0%,0.033706
pelt,22582,1,0.0%,0.033708
reinfected,22583,1,0.0%,0.033709
vandalism,22584,1,0.0%,0.033711
netted,22585,1,0.0%,0.033712
inadequately,22586,1,0.0%,0.033714
unsuitable,22587,1,0.0%,0.033715
helibron,22588,1,0.0%,0.033717
hoarding,22589,1,0.0%,0.033718
dashes,22590,1,0.0%,0.033720
procession,22591,1,0.0%,0.033721
baune,22592,1,0.0%,0.033723
hydroponically,22593,1,0.0%,0.033724
essentials,22594,1,0.0%,0.033726
posses,22595,1,0.0%,0.033727
plea,22596,1,0.0%,0.033729
trotting,22597,1,0.0%,0.033730
bartos,22598,1,0.0%,0.033732
pederson,22599,1,0.0%,0.033733
mediating,22600,1,0.0%,0.033735
pia,22601,1,0.0%,0.033736
affluence,22602,1,0.0%,0.033738
bernd,22603,1,0.0%,0.033739
lignin,22604,1,0.0%,0.033741
grassland,22605,1,0.0%,0.033742
dogfish,22606,1,0.0%,0.033744
bricks,22607,1,0.0%,0.033745
burgman,22608,1,0.0%,0.033747
paralititan,22609,1,0.0%,0.033748
tobiska,22610,1,0.0%,0.033749
raceway,22611,1,0.0%,0.033751
sacrifices,22612,1,0.0%,0.033752
terephthalate,22613,1,0.0%,0.033754
inching,22614,1,0.0%,0.033755
barges,22615,1,0.0%,0.033757
heater,22616,1,0.0%,0.033758
constipation,22617,1,0.0%,0.033760
armies,22618,1,0.0%,0.033761
arthritis,22619,1,0.0%,0.033763
oversees,22620,1,0.0%,0.033764
cladistics,22621,1,0.0%,0.033766
townsfolk,22622,1,0.0%,0.033767
arched,22623,1,0.0%,0.033769
primatologist,22624,1,0.0%,0.033770
blockade,22625,1,0.0%,0.033772
hamstrung,22626,1,0.0%,0.033773
convulsed,22627,1,0.0%,0.033775
dustiest,22628,1,0.0%,0.033776
magnetism,22629,1,0.0%,0.033778
mann,22630,1,0.0%,0.033779
reiter,22631,1,0.0%,0.033781
wunkar,22632,1,0.0%,0.033782
lengthier,22633,1,0.0%,0.033784
contaminates,22634,1,0.0%,0.033785
modifies,22635,1,0.0%,0.033787
lychee,22636,1,0.0%,0.033788
bounded,22637,1,0.0%,0.033790
crothers,22638,1,0.0%,0.033791
pigmeat,22639,1,0.0%,0.033793
parsons,22640,1,0.0%,0.033794
signposts,22641,1,0.0%,0.033796
tsuhan,22642,1,0.0%,0.033797
specifies,22643,1,0.0%,0.033799
coalesce,22644,1,0.0%,0.033800
scepticsm,22645,1,0.0%,0.033802
sailing,22646,1,0.0%,0.033803
rendering,22647,1,0.0%,0.033805
ostracods,22648,1,0.0%,0.033806
relaxes,22649,1,0.0%,0.033808
conservationist,22650,1,0.0%,0.033809
bonobos,22651,1,0.0%,0.033811
sidrón,22652,1,0.0%,0.033812
tanholm,22653,1,0.0%,0.033814
kulukuk,22654,1,0.0%,0.033815
etched,22655,1,0.0%,0.033817
cauliflower,22656,1,0.0%,0.033818
superhydrophilicity,22657,1,0.0%,0.033820
impassable,22658,1,0.0%,0.033821
trujillo,22659,1,0.0%,0.033823
militarisation,22660,1,0.0%,0.033824
amusement,22661,1,0.0%,0.033826
sedges,22662,1,0.0%,0.033827
underpaying,22663,1,0.0%,0.033829
moniker,22664,1,0.0%,0.033830
zapped,22665,1,0.0%,0.033832
extruded,22666,1,0.0%,0.033833
fujinaga,22667,1,0.0%,0.033835
wilf,22668,1,0.0%,0.033836
rehabilitated,22669,1,0.0%,0.033838
progestogen,22670,1,0.0%,0.033839
ephemeral,22671,1,0.0%,0.033841
mcspedden,22672,1,0.0%,0.033842
bouyant,22673,1,0.0%,0.033844
rampaging,22674,1,0.0%,0.033845
vulcanologist,22675,1,0.0%,0.033847
beatriz,22676,1,0.0%,0.033848
donohoe,22677,1,0.0%,0.033850
moa,22678,1,0.0%,0.033851
visibility,22679,1,0.0%,0.033852
ambushed,22680,1,0.0%,0.033854
kinsey,22681,1,0.0%,0.033855
thumbnail,22682,1,0.0%,0.033857
foaf,22683,1,0.0%,0.033858
fluff,22684,1,0.0%,0.033860
hefferenan,22685,1,0.0%,0.033861
burger,22686,1,0.0%,0.033863
unglue,22687,1,0.0%,0.033864
slivers,22688,1,0.0%,0.033866
nams,22689,1,0.0%,0.033867
xenotransplantes,22690,1,0.0%,0.033869
knocking,22691,1,0.0%,0.033870
alternated,22692,1,0.0%,0.033872
bert,22693,1,0.0%,0.033873
pretend,22694,1,0.0%,0.033875
eastman,22695,1,0.0%,0.033876
rework,22696,1,0.0%,0.033878
exorbitant,22697,1,0.0%,0.033879
darlington,22698,1,0.0%,0.033881
subclinical,22699,1,0.0%,0.033882
householder,22700,1,0.0%,0.033884
inquest,22701,1,0.0%,0.033885
nonpathogenic,22702,1,0.0%,0.033887
calici,22703,1,0.0%,0.033888
bbs,22704,1,0.0%,0.033890
upkeep,22705,1,0.0%,0.033891
paxil,22706,1,0.0%,0.033893
meguerditchian,22707,1,0.0%,0.033894
imke,22708,1,0.0%,0.033896
shemozzle,22709,1,0.0%,0.033897
coulombe,22710,1,0.0%,0.033899
unfurl,22711,1,0.0%,0.033900
ullrich,22712,1,0.0%,0.033902
fatally,22713,1,0.0%,0.033903
fidgets,22714,1,0.0%,0.033905
dare,22715,1,0.0%,0.033906
bated,22716,1,0.0%,0.033908
anyhow,22717,1,0.0%,0.033909
liquica,22718,1,0.0%,0.033911
waltham,22719,1,0.0%,0.033912
cindy,22720,1,0.0%,0.033914
apw,22721,1,0.0%,0.033915
commanded,22722,1,0.0%,0.033917
carte,22723,1,0.0%,0.033918
institutionalise,22724,1,0.0%,0.033920
agroforestry,22725,1,0.0%,0.033921
porosus,22726,1,0.0%,0.033923
deficient,22727,1,0.0%,0.033924
freed,22728,1,0.0%,0.033926
parton,22729,1,0.0%,0.033927
tangle,22730,1,0.0%,0.033929
abn,22731,1,0.0%,0.033930
biewener,22732,1,0.0%,0.033932
gansu,22733,1,0.0%,0.033933
rallies,22734,1,0.0%,0.033935
sargassum,22735,1,0.0%,0.033936
transistors,22736,1,0.0%,0.033938
almonds,22737,1,0.0%,0.033939
ensue,22738,1,0.0%,0.033941
germans,22739,1,0.0%,0.033942
faunal,22740,1,0.0%,0.033944
endometriosis,22741,1,0.0%,0.033945
convex,22742,1,0.0%,0.033947
ultrafiltration,22743,1,0.0%,0.033948
hairs,22744,1,0.0%,0.033950
conical,22745,1,0.0%,0.033951
registry,22746,1,0.0%,0.033952
smothering,22747,1,0.0%,0.033954
spearheaded,22748,1,0.0%,0.033955
mukinbudin,22749,1,0.0%,0.033957
wingspans,22750,1,0.0%,0.033958
frankfurt,22751,1,0.0%,0.033960
tvs,22752,1,0.0%,0.033961
heartedly,22753,1,0.0%,0.033963
jiabao,22754,1,0.0%,0.033964
liposuction,22755,1,0.0%,0.033966
barn,22756,1,0.0%,0.033967
marinated,22757,1,0.0%,0.033969
auditors,22758,1,0.0%,0.033970
accentuated,22759,1,0.0%,0.033972
swags,22760,1,0.0%,0.033973
tilmouth,22761,1,0.0%,0.033975
bowman,22762,1,0.0%,0.033976
smartly,22763,1,0.0%,0.033978
batologists,22764,1,0.0%,0.033979
valuations,22765,1,0.0%,0.033981
icefloe,22766,1,0.0%,0.033982
flouroquinolone,22767,1,0.0%,0.033984
subset,22768,1,0.0%,0.033985
sardi,22769,1,0.0%,0.033987
souls,22770,1,0.0%,0.033988
ptolemy,22771,1,0.0%,0.033990
bulged,22772,1,0.0%,0.033991
eros,22773,1,0.0%,0.033993
kingsford,22774,1,0.0%,0.033994
nanopolystyrene,22775,1,0.0%,0.033996
waxy,22776,1,0.0%,0.033997
laureates,22777,1,0.0%,0.033999
celcius,22778,1,0.0%,0.034000
percolating,22779,1,0.0%,0.034002
wiebe,22780,1,0.0%,0.034003
logistical,22781,1,0.0%,0.034005
vial,22782,1,0.0%,0.034006
baggy,22783,1,0.0%,0.034008
paediatricians,22784,1,0.0%,0.034009
solarisation,22785,1,0.0%,0.034011
ryuji,22786,1,0.0%,0.034012
constitution,22787,1,0.0%,0.034014
stockbroking,22788,1,0.0%,0.034015
hauge,22789,1,0.0%,0.034017
genomic,22790,1,0.0%,0.034018
candy,22791,1,0.0%,0.034020
mazzatorta,22792,1,0.0%,0.034021
frontotemporal,22793,1,0.0%,0.034023
maverick,22794,1,0.0%,0.034024
mikulicz,22795,1,0.0%,0.034026
gabon,22796,1,0.0%,0.034027
beckons,22797,1,0.0%,0.034029
serviced,22798,1,0.0%,0.034030
brumbies,22799,1,0.0%,0.034032
misfolded,22800,1,0.0%,0.034033
peering,22801,1,0.0%,0.034035
alannah,22802,1,0.0%,0.034036
norseman,22803,1,0.0%,0.034038
anthropological,22804,1,0.0%,0.034039
bepicolombo,22805,1,0.0%,0.034041
stretcher,22806,1,0.0%,0.034042
enterovirus,22807,1,0.0%,0.034044
misused,22808,1,0.0%,0.034045
regatta,22809,1,0.0%,0.034047
pross,22810,1,0.0%,0.034048
brasilia,22811,1,0.0%,0.034050
wyalong,22812,1,0.0%,0.034051
equestrian,22813,1,0.0%,0.034053
backload,22814,1,0.0%,0.034054
underlies,22815,1,0.0%,0.034055
haemochromatosis,22816,1,0.0%,0.034057
palma,22817,1,0.0%,0.034058
asians,22818,1,0.0%,0.034060
humansim,22819,1,0.0%,0.034061
franolick,22820,1,0.0%,0.034063
aj,22821,1,0.0%,0.034064
execs,22822,1,0.0%,0.034066
sauna,22823,1,0.0%,0.034067
encephalomyelitis,22824,1,0.0%,0.034069
discontinued,22825,1,0.0%,0.034070
overview,22826,1,0.0%,0.034072
mahogony,22827,1,0.0%,0.034073
permanente,22828,1,0.0%,0.034075
hal,22829,1,0.0%,0.034076
tester,22830,1,0.0%,0.034078
meer,22831,1,0.0%,0.034079
revision,22832,1,0.0%,0.034081
aestivate,22833,1,0.0%,0.034082
pasteurised,22834,1,0.0%,0.034084
idling,22835,1,0.0%,0.034085
albatrosses,22836,1,0.0%,0.034087
optional,22837,1,0.0%,0.034088
forethought,22838,1,0.0%,0.034090
larrakia,22839,1,0.0%,0.034091
relationally,22840,1,0.0%,0.034093
transgressors,22841,1,0.0%,0.034094
tablets,22842,1,0.0%,0.034096
spaceships,22843,1,0.0%,0.034097
yaller,22844,1,0.0%,0.034099
vivo,22845,1,0.0%,0.034100
barton,22846,1,0.0%,0.034102
senad,22847,1,0.0%,0.034103
nominating,22848,1,0.0%,0.034105
fanciful,22849,1,0.0%,0.034106
magdalena,22850,1,0.0%,0.034108
waiter,22851,1,0.0%,0.034109
copernican,22852,1,0.0%,0.034111
tgr,22853,1,0.0%,0.034112
cleave,22854,1,0.0%,0.034114
porkers,22855,1,0.0%,0.034115
derby,22856,1,0.0%,0.034117
cambodian,22857,1,0.0%,0.034118
agri,22858,1,0.0%,0.034120
bufo,22859,1,0.0%,0.034121
stony,22860,1,0.0%,0.034123
dinopolis,22861,1,0.0%,0.034124
stegmann,22862,1,0.0%,0.034126
nanotechnoloy,22863,1,0.0%,0.034127
malfunctions,22864,1,0.0%,0.034129
blankertz,22865,1,0.0%,0.034130
pore,22866,1,0.0%,0.034132
balshine,22867,1,0.0%,0.034133
cargills,22868,1,0.0%,0.034135
wynn,22869,1,0.0%,0.034136
veney,22870,1,0.0%,0.034138
trafalgar,22871,1,0.0%,0.034139
scandals,22872,1,0.0%,0.034141
honeysuckle,22873,1,0.0%,0.034142
mobilising,22874,1,0.0%,0.034144
psr,22875,1,0.0%,0.034145
gotta,22876,1,0.0%,0.034147
playwrights,22877,1,0.0%,0.034148
frasers,22878,1,0.0%,0.034150
rowan,22879,1,0.0%,0.034151
cuskelly,22880,1,0.0%,0.034153
slamming,22881,1,0.0%,0.034154
shielding,22882,1,0.0%,0.034156
stopwork,22883,1,0.0%,0.034157
felipe,22884,1,0.0%,0.034158
anand,22885,1,0.0%,0.034160
fittest,22886,1,0.0%,0.034161
overconfidence,22887,1,0.0%,0.034163
overreaction,22888,1,0.0%,0.034164
notifies,22889,1,0.0%,0.034166
laut,22890,1,0.0%,0.034167
pfizer,22891,1,0.0%,0.034169
mayors,22892,1,0.0%,0.034170
thamm,22893,1,0.0%,0.034172
loin,22894,1,0.0%,0.034173
booklet,22895,1,0.0%,0.034175
